moduleTitle;packLabel;sourceDocument;name;type;cost;quantity;reference;state;img;uuid;path;occurrences;modules
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Portable Firetube (Melee);weapon;50 thaler;1;heavy;active;icons/weapons/guns/rifle-fluted.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.Ed7QAh2kFC3cdQdb;actors.31.items.12;2;Symbaroum Monster Codex
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Quarterstaff;weapon;;1;long;active;icons/weapons/staves/staff-simple-gold.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.NU9fV4cW7mdTs74K;actors.63.items.19;5;"Symbaroum Adventure Collection, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Quarterstaff;weapon;;1;long;other;icons/weapons/staves/staff-simple-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.pYdwEgmxs25RlM80;items.632;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Razor Sharp Thorns;weapon;;1;unarmed;active;icons/creatures/abilities/stinger-spine-horn-blood.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.S00c66DPmL68qF9z;actors.45.items.2;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Repeating Crossbow;weapon;40 thaler;1;ranged;other;icons/weapons/crossbows/crossbow-heavy-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.Ov523vxhsHazPDun;items.28;2;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Ritual Dagger;weapon;;1;short;active;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.5UuAeU2RSTR7Z8aX;actors.35.items.22;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Rusty Sword;weapon;;1;1handed;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.036hxhMueOUcEz8o;actors.70.items.3;2;"Symbaroum Core Rulebook, Symbaroum Game Master's Guide"
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Scalpel;weapon;;1;short;active;icons/weapons/fist/fist-katar-gold.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.pf3zT4O1DCA2JQew;actors.25.items.7;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Sharp Fangs;weapon;;1;unarmed;active;icons/creatures/abilities/fangs-teeth-bite.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ZP690IU8Z1IkHi5q;actors.44.items.3;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Shield;weapon;;1;shield;active;icons/equipment/shield/buckler-wooden-boss-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.N4BfjwdynuOlS3Bp;actors.1.items.8;12;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Shield;weapon;;1;shield;other;icons/equipment/shield/buckler-wooden-boss-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.moRBVBskgvJJIb07;items.633;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Sling;weapon;;1;ranged;other;icons/weapons/slings/slingshot-wood.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.wWMqJbYvXQvngR27;items.634;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Small Crossbow;weapon;40 thaler;1;ranged;other;icons/weapons/crossbows/handcrossbow-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.GAMQRl20Trd0n7qo;items.310;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Souleater Warhammer;weapon;;1;heavy;other;icons/weapons/hammers/hammer-double-engraved-ruby.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.9nGnMZszS2mk3rlF;items.8;1;Symbaroum Adventure Collection
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Spear;weapon;;1;long;active;icons/weapons/polearms/spear-hooked-red.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.XI7Tf93Q9KsgmjRj;actors.34.items.10;13;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Spear Sling;weapon;;1;ranged;other;icons/weapons/staves/staff-mended.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.xiFXupwnoVkakS9w;items.635;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Spiked club;weapon;;1;1handed;active;icons/weapons/clubs/club-heavy-barbed-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.vdASOyz5IM7VAf1K;actors.10.items.5;6;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Spiked club;weapon;;1;1handed;other;icons/weapons/clubs/club-heavy-barbed-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.jmRCAoM2lrSI5YI3;items.636;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Staff;weapon;;1;long;active;icons/weapons/staves/staff-simple-gold.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.nVVZj6qfVRxCpvHf;actors.13.items.18;2;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Steel shield;weapon;;1;shield;active;icons/equipment/shield/heater-steel-sword-yellow-black.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.Lb9XRMSSSxqFcCgd;actors.3.items.5;8;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Steel shield;weapon;;1;shield;other;icons/equipment/shield/heater-steel-sword-yellow-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.jpB86sw9zVTopOTS;items.637;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Stiletto;weapon;;1;short;other;icons/weapons/fist/fist-katar-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.S31q5Ny3GM9BYR5Z;items.638;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Stiletto;weapon;;1;short;active;icons/weapons/fist/fist-katar-gold.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.1jfQNjm0cNV726NT;actors.12.items.6;2;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Sting (piercing 4);weapon;;1;unarmed;active;modules/symbaroum-monstercodex/images/icons/boar-tusks.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.IiYQKapXGt1lAM75;actors.133.items.4;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Stinger;weapon;;1;unarmed;active;icons/creatures/abilities/stinger-poison-scorpion-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.UPbFEAuxxAOZAwSh;actors.87.items.5;1;Symbaroum Monster Codex
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Stinger (piercing 5);weapon;;1;unarmed;active;modules/symbaroum-gmg/images/icons/boar-tusks.svg;Compendium.symbaroum-gmg.symbaroum-gmg.94kBGUMqr0tFvZqy;actors.4.items.5;1;Symbaroum Game Master's Guide
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Strangling;weapon;;1;unarmed;active;icons/sundries/survival/rope-noose-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.cE7NFuG2lyuhdrqr;actors.132.items.4;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Sturdy Branches;weapon;;1;unarmed;active;systems/symbaroum/asset/image/powers/entanglingvines.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.K4dBU8xwvXPPXWGS;actors.71.items.4;2;Symbaroum Monster Codex
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Sun Axe;weapon;;1;heavy;active;icons/weapons/axes/axe-double-engraved-black.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.zApsmVfYFNI8vt1v;actors.10.items.11;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Sweeping attack;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.LMvUajsgUEXk6Sfr;actors.128.items.6;1;Symbaroum Monster Codex
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Sword;weapon;;1;1handed;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.YdXZNu9zDWLTfcxH;actors.3.items.3;46;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide, Symbaroum Monster Codex"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Sword;weapon;;1;1handed;other;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.Fy5Ered9eq1Jbset;actors.40.items.5;4;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Sword- tipped headbutt;weapon;;1;1handed;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.036hxhMueOUcEz8o;actors.36.items.2;1;Symbaroum Adventure Collection
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;"Sword, two-handed grip";weapon;;1;long;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.JsuxJru3UK3Tt3ub;actors.30.items.9;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Talons;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.J5Fl7OQTmxFBQFEG;actors.135.items.6;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Tentacles;weapon;;1;unarmed;active;icons/creatures/tentacles/tentacles-thing-green.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.Ei31qmW5AuK7UCGI;actors.82.items.8;1;Symbaroum Monster Codex
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;The Battle Axe Hunger;weapon;;1;heavy;other;icons/weapons/axes/axe-battle-engraved-purple.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.j77Y0v5RuXEyyEKG;items.18;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;The Dagger Black Edge;weapon;;1;short;active;icons/weapons/daggers/dagger-curved-green.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.EleSpeFb4fCdZYuU;actors.42.items.12;2;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;The Dagger Black Edge;weapon;;1;short;other;icons/weapons/daggers/dagger-curved-green.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.xcifML7Txd6UDual;items.19;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Eternal Hunter's Spear;weapon;;1;1handed;other;icons/weapons/polearms/spear-flared-gold.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.IggEMJqaNGGt0FXV;actors.25.items.6;2;Symbaroum Adventure Collection
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;The Keepers Staff;weapon;;1;long;active;icons/weapons/staves/staff-forest-spiral.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.MG85mZnAzOHsSMBR;actors.43.items.13;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;The Serpent Staff of Opadia;weapon;;1;long;other;icons/weapons/staves/staff-animal-skull.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.FmftXDDXD5jJ7avo;items.335;1;Symbaroum Core Rulebook
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Sword Black Gift;weapon;;1;heavy;active;icons/weapons/swords/sword-guard-flanged.webp;Compendium.symbaroum-gmg.symbaroum-gmg.ngtsODrno2aW01FG;actors.1.items.5;1;Symbaroum Game Master's Guide
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Sword Black Gift;weapon;;1;heavy;other;icons/weapons/swords/sword-guard-flanged.webp;Compendium.symbaroum-gmg.symbaroum-gmg.xamkesPeUugdJ8mP;items.19;1;Symbaroum Game Master's Guide
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Troll Cross of Ella;weapon;;1;shield;other;icons/equipment/shield/buckler-iron-cross-gray.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.HQU2fN2yrtQPxbgy;items.11;1;Symbaroum Adventure Collection
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;The War Club Soul’s Bane;weapon;;1;1handed;active;icons/weapons/clubs/club-spiked-glowing.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.C1JyOpneUXLHvRyX;actors.2.items.18;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Thorny Branches;weapon;;1;unarmed;active;systems/symbaroum/asset/image/powers/entanglingvines.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.EbamZ98HxqtyjUT3;actors.111.items.6;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Throwing axe;weapon;;1;thrown;other;icons/weapons/axes/pickaxe-stone-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ARCB2E7C9O1qvAe5;items.640;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Throwing knife;weapon;;1;thrown;other;icons/weapons/thrown/dagger-ringed-steel.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.SPpTnhCw5mKl7g2E;actors.31.items.1;6;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Throwing knife;weapon;;5;thrown;active;icons/weapons/thrown/dagger-ringed-steel.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.a2Ee6AzUL9VvcxdO;actors.35.items.4;2;"Symbaroum Adventure Collection, Symbaroum Game Master's Guide"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Throwing Spear;weapon;;3;long;active;icons/weapons/polearms/spear-hooked-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.AZoHxr0BDPCBVvSS;actors.16.items.4;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Throwing Wing;weapon;10 thaler;1;thrown;other;icons/weapons/thrown/shuriken-double-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.MCwJG5cQ926Dcb2X;items.311;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;"Thunder, The Long-hammer";weapon;50 thaler;1;heavy;active;icons/weapons/hammers/shorthammer-double-steel-embossed.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.WxejoIN85H0k4vp3;actors.59.items.9;2;Symbaroum Adventure Collection
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Touch of death;weapon;;1;unarmed;active;icons/equipment/hand/gauntlet-simple-leather-brown-gold.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.k261xAI5WOvX1U0g;actors.130.items.2;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Touch of Death;weapon;;1;unarmed;active;icons/magic/death/hand-withered-gray.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.1eej36BfykAF7bhr;actors.33.items.2;2;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Trebuchet;weapon;1250 thaler;1;ranged;other;icons/weapons/artillery/trebuchet-simple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.4JG3NxzghnYwPlJv;items.312;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Tusks;weapon;;1;unarmed;active;modules/symbaroum-starterset/images/icons/boar-tusks.svg;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.S6B9cjk9Lf1WjxAw;actors.0.items.10;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Tusks;weapon;;1;unarmed;active;modules/symbaroum-adventure-collection/images/icons/boar-tusks.svg;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.farYt8WINAEuO5c7;actors.25.items.5;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tusks;weapon;;1;unarmed;active;modules/symbaroum-corerules/images/icons/boar-tusks.svg;Compendium.symbaroum-corerules.symbaroum-core-rules.bDwf3Psgwt2sAZfL;actors.21.items.6;4;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tusks;weapon;;1;unarmed;other;modules/symbaroum-corerules/images/icons/boar-tusks.svg;Compendium.symbaroum-corerules.symbaroum-core-rules.uosPsnDDZybI35VI;items.461;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Tusks;weapon;;1;unarmed;active;modules/symbaroum-monstercodex/images/icons/boar-tusks.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.fghI9sApIAoF7lCD;actors.61.items.5;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Tusks (in beast form);weapon;;1;unarmed;other;modules/symbaroum-monstercodex/images/icons/boar-tusks.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.faMuAeJJAUPF2zlL;actors.41.items.10;1;Symbaroum Monster Codex
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Two Handed Hammer;weapon;;1;heavy;active;icons/weapons/hammers/hammer-double-steel.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.ntBanyo9gAOP4B2b;actors.44.items.4;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Two-handed Sword;weapon;;1;heavy;other;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.5v0A6NwZ6Ieber0X;actors.68.items.5;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Unarmed Attack;weapon;;1;unarmed;active;icons/equipment/hand/gauntlet-simple-leather-brown-gold.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.gstRhARSju4SEzIK;actors.9.items.4;1;Symbaroum Adventure Collection
